TYPE,LATITUDE,LONGITUDE
PROPERTY,52.1300784,-106.6742539
PROPERTY,52.1154412,-106.722839
PROPERTY,52.1424802,-106.6778904
PROPERTY,52.1333553,-106.694117
PROPERTY,52.1376165,-106.6081359
PROPERTY,52.1714452,-106.5577188
PROPERTY,52.1294611,-106.728245
PROPERTY,52.1018843,-106.6465214
PROPERTY,52.1369441,-106.7494602
PROPERTY,52.1290825,-106.6226431
PROPERTY,52.1731555,-106.6326995
PROPERTY,52.2021718,-106.6228898
PROPERTY,52.1127864,-106.6925776
PROPERTY,52.0908788,-106.5297159
PROPERTY,52.1515897,-106.6702226
PROPERTY,52.1349779,-106.6590512
PROPERTY,52.1289018,-106.7098731
PROPERTY,52.1320365,-106.591293
PROPERTY,52.126119,-106.7212932
PROPERTY,52.1260971,-106.6703063
PROPERTY,52.1195546,-106.6040092
PROPERTY,52.1250251,-106.6981398
PROPERTY,52.1365146,-106.7261362
PROPERTY,52.133415,-106.6614917
PROPERTY,52.1283334,-106.6634941
PROPERTY,52.1307088,-106.5983756
PROPERTY,52.165717,-106.5679442
PROPERTY,52.1809798,-106.6673012
PROPERTY,52.1295593,-106.6835558
PROPERTY,52.1577729,-106.6422677
PROPERTY,52.1279346,-106.6883889
PROPERTY,52.1591683,-106.6518074
PROPERTY,52.1536963,-106.6347501
PROPERTY,52.1146927,-106.5938738
PROPERTY,52.111308,-106.5908323
PROPERTY,52.1260991,-106.6701603
PROPERTY,52.0982505,-106.6491761
PROPERTY,52.1438514,-106.6521028
PROPERTY,52.0900221,-106.6226852
PROPERTY,52.0959116,-106.6226945
PROPERTY,52.1738977,-106.6638774
PROPERTY,52.0868347,-106.6527691
PROPERTY,52.1297773,-106.7084017
PROPERTY,52.114716,-106.694082
PROPERTY,52.1023442,-106.6165473
PROPERTY,52.1348708,-106.7068724
PROPERTY,52.1293094,-106.694095
PROPERTY,52.1271917,-106.7068857
PROPERTY,52.1536963,-106.6347501
PROPERTY,52.0868347,-106.6527691
PROPERTY,52.1578507,-106.6693898
PROPERTY,52.1019978,-106.5897855
PROPERTY,52.1438327,-106.6039607
PROPERTY,52.1146676,-106.575003
PROPERTY,52.1300448,-106.5989363
PROPERTY,52.1250653,-106.697221
PROPERTY,52.1227997,-106.6464742
PROPERTY,52.1154412,-106.722839
PROPERTY,52.1147044,-106.7036189
PROPERTY,52.130849,-106.6750718
PROPERTY,52.1370992,-106.7565682
PROPERTY,52.0913046,-106.5731874
PROPERTY,52.1208002,-106.633137
PROPERTY,52.1531481,-106.6731899
PROPERTY,52.1578071,-106.6661134
PROPERTY,52.1729218,-106.6559145
PROPERTY,52.1472451,-106.6220318
PROPERTY,52.1391943,-106.7643958
PROPERTY,52.1319387,-106.7254625
PROPERTY,52.1728947,-106.6648637
PROPERTY,52.1491025,-106.5671265
PROPERTY,52.1291892,-106.6227346
PROPERTY,52.14385,-106.67322
PROPERTY,52.11751,-106.65849
PROPERTY,52.0871561,-106.6290328
PROPERTY,52.1476926,-106.7019255
PROPERTY,52.1659227,-106.5523936
PROPERTY,52.1327646,-106.6405149
PROPERTY,52.0931258,-106.624535
PROPERTY,52.0917139,-106.6232429
PROPERTY,52.1151608,-106.6545324
PROPERTY,52.1197988,-106.634678
PROPERTY,52.1332901,-106.7246673
PROPERTY,52.1330653,-106.7326365
PROPERTY,52.1288494,-106.6414376
PROPERTY,52.1579122,-106.6605765
PROPERTY,52.1436339,-106.6579845
PROPERTY,52.1699025,-106.6109816
PROPERTY,52.1253377,-106.6826078
PROPERTY,52.1357273,-106.6530734
PROPERTY,52.1251478,-106.5813474
PROPERTY,52.1293094,-106.694095
PROPERTY,52.0940027,-106.5858954
PROPERTY,52.1187982,-106.6464874
PROPERTY,52.1490377,-106.6522363
PROPERTY,52.1277366,-106.6921653
PROPERTY,52.0885609,-106.6308355
PROPERTY,52.1407611,-106.6116103
PROPERTY,52.1473065,-106.6162461
PROPERTY,52.1164167,-106.6592236
PROPERTY,52.1267293,-106.6605563
PROPERTY,52.0839803,-106.6440524
PROPERTY,52.1801985,-106.6576621
PROPERTY,52.1421282,-106.5983753
PROPERTY,52.1366167,-106.65825
PROPERTY,52.1313391,-106.6575718
PROPERTY,52.1697518,-106.6569082
PROPERTY,52.1684274,-106.5817849
PROPERTY,52.12924,-106.558993
PROPERTY,52.1728837,-106.6464365
PROPERTY,52.1073299,-106.6227732
PROPERTY,52.1348269,-106.6227349
PROPERTY,52.1480376,-106.5988939
PROPERTY,52.1133726,-106.5964118
PROPERTY,52.1193682,-106.727913
PROPERTY,52.1300159,-106.6589545
PROPERTY,52.1642203,-106.5648649
PROPERTY,52.1365885,-106.6129648
PROPERTY,52.1293262,-106.6797192
PROPERTY,52.1716926,-106.6351027
PROPERTY,52.0900221,-106.6226852
PROPERTY,52.1438305,-106.6047791
PROPERTY,52.1731336,-106.6407568
PROPERTY,52.117286,-106.6562324
PROPERTY,52.1474531,-106.6721579
PROPERTY,52.1438232,-106.5973691
PROPERTY,52.114782,-106.6352831
PROPERTY,52.1254103,-106.6287768
PROPERTY,52.148502,-106.6717441
PROPERTY,52.1252771,-106.6685226
PROPERTY,52.1729803,-106.640795
PROPERTY,52.1510228,-106.5988985
PROPERTY,52.1302345,-106.6960441
PROPERTY,52.1333638,-106.6960314
PROPERTY,52.1294611,-106.728245
PROPERTY,52.1223177,-106.6749418
PROPERTY,52.1578249,-106.6648567
PROPERTY,52.1073136,-106.6677496
PROPERTY,52.136576,-106.6039923
PROPERTY,52.0912439,-106.5730246
PROPERTY,52.1262955,-106.7344045
PROPERTY,52.116699,-106.6227921
PROPERTY,52.133415,-106.6614917
PROPERTY,52.1219179,-106.7183412
PROPERTY,52.1456985,-106.6601512
PROPERTY,52.1288572,-106.7036328
PROPERTY,52.1553769,-106.598733
PROPERTY,52.1753036,-106.6476373
PROPERTY,52.1702455,-106.555966
PROPERTY,52.114436,-106.6414193
PROPERTY,52.1342152,-106.6805314
PROPERTY,52.1712107,-106.634193
PROPERTY,52.1195546,-106.6040092
PROPERTY,52.0895901,-106.6161738
PROPERTY,52.1989902,-106.6474451
PROPERTY,52.1580161,-106.6512531
PROPERTY,52.1730272,-106.6464564
PROPERTY,52.1974179,-106.622702
PROPERTY,52.1429268,-106.7498555
PROPERTY,52.1131562,-106.7049766
PROPERTY,52.1270839,-106.6730021
PROPERTY,52.1435764,-106.7265262
PROPERTY,52.1675012,-106.6442491
PROPERTY,52.1381521,-106.7498583
PROPERTY,52.1462797,-106.5657266
PROPERTY,52.1147777,-106.5869101
PROPERTY,52.1256184,-106.649383
PROPERTY,52.095028,-106.6339328
PROPERTY,52.1730006,-106.6354432
PROPERTY,52.1705569,-106.6648641
PROPERTY,52.0887965,-106.6673364
PROPERTY,52.1197963,-106.6367959
PROPERTY,52.1139666,-106.6728907
PROPERTY,52.1066035,-106.6088597
PROPERTY,52.1894258,-106.6797746
PROPERTY,52.1946369,-106.6711921
PROPERTY,52.1768016,-106.6121084
PROPERTY,52.1564413,-106.6711352
PROPERTY,52.1437507,-106.6605465
PROPERTY,52.1985314,-106.628025
PROPERTY,52.1370473,-106.6621529
PROPERTY,52.1155817,-106.6359696
PROPERTY,52.1288753,-106.6389257
PROPERTY,52.1383654,-106.6877312
PROPERTY,52.1361211,-106.6767601
PROPERTY,52.1536963,-106.6347501
PROPERTY,52.1334771,-106.6615524
PROPERTY,52.1867019,-106.6407589
PROPERTY,52.1243332,-106.6615044
PROPERTY,52.1974384,-106.6400715
PROPERTY,52.1197988,-106.634678
PROPERTY,52.1358374,-106.7263292
PROPERTY,52.137013,-106.6703055
PROPERTY,52.1688892,-106.6245444
PROPERTY,52.1389437,-106.609718
PROPERTY,52.1295976,-106.6707441
PROPERTY,52.1187943,-106.6512636
PROPERTY,52.0855629,-106.6226401
PROPERTY,52.1147753,-106.5870853
PROPERTY,52.1148539,-106.6352857
PROPERTY,52.1268616,-106.6035849
PROPERTY,52.1431509,-106.7075836
PROPERTY,52.13186,-106.67179
PROPERTY,52.1029453,-106.5673768
PROPERTY,52.1143486,-106.6191285
PROPERTY,52.193918,-106.6749693
PROPERTY,52.1005316,-106.6729865
PROPERTY,52.1261607,-106.7041874
PROPERTY,52.1462317,-106.5827959
PROPERTY,52.1586205,-106.5989077
PROPERTY,52.0934735,-106.554753
PROPERTY,52.1324657,-106.7213917
PROPERTY,52.1217998,-106.6414415
PROPERTY,52.1331172,-106.7278751
PROPERTY,52.1143992,-106.630464
PROPERTY,52.1822783,-106.6336187
PROPERTY,52.1729803,-106.640795
PROPERTY,52.1428941,-106.5989142
PROPERTY,52.1546954,-106.6379151
PROPERTY,52.126857,-106.6604296
PROPERTY,52.133196,-106.6379446
PROPERTY,52.1349413,-106.7474822
PROPERTY,52.1147314,-106.7123102
PROPERTY,52.1489856,-106.6521028
PROPERTY,52.1360353,-106.5530347
PROPERTY,52.1314501,-106.6412848
PROPERTY,52.1133726,-106.5964118
PROPERTY,52.1009774,-106.6386911
PROPERTY,52.1294289,-106.6629651
PROPERTY,52.1010092,-106.6043511
PROPERTY,52.1577699,-106.6731878
PROPERTY,52.1419673,-106.6734869
PROPERTY,52.1478392,-106.5842853
PROPERTY,52.1579956,-106.6648631
PROPERTY,52.157557,-106.6576978
PROPERTY,52.132183,-106.6697742
PROPERTY,52.1311126,-106.7136689
PROPERTY,52.1154098,-106.6572875
PROPERTY,52.1947076,-106.6604552
PROPERTY,52.1360353,-106.5530347
PROPERTY,52.1490377,-106.6522363
PROPERTY,52.1686842,-106.5557214
PROPERTY,52.1309697,-106.6614592
PROPERTY,52.1341487,-106.7237507
PROPERTY,52.1341487,-106.7237507
PROPERTY,52.1366079,-106.6505488
PROPERTY,52.0929539,-106.5883252
PROPERTY,52.1293721,-106.7103002
PROPERTY,52.1260636,-106.6464776
PROPERTY,52.1261592,-106.6993079
PROPERTY,52.1728947,-106.6648637
PROPERTY,52.1462912,-106.565537
PROPERTY,52.122914,-106.6911207
PROPERTY,52.1290897,-106.5553937
PROPERTY,52.1293338,-106.6703251
PROPERTY,52.1366167,-106.65825
PROPERTY,52.1436745,-106.6043497
PROPERTY,52.1146927,-106.5938738
PROPERTY,52.1581052,-106.6513148
PROPERTY,52.120839,-106.5740958
PROPERTY,52.1476243,-106.6765638
PROPERTY,52.1401713,-106.670146
PROPERTY,52.1208396,-106.6934378
PROPERTY,52.1590026,-106.6718598
PROPERTY,52.1332901,-106.7246673
PROPERTY,52.1036194,-106.5988669
PROPERTY,52.1294611,-106.728245
PROPERTY,52.0900845,-106.5361698
PROPERTY,52.1155796,-106.6335304
PROPERTY,52.1200884,-106.5396991
PROPERTY,52.1613673,-106.664872
PROPERTY,52.11599,-106.69409
PROPERTY,52.1147763,-106.6108774
PROPERTY,52.1924312,-106.6890615
PROPERTY,52.164584,-106.6605763
PROPERTY,52.16042,-106.66753
PROPERTY,52.1010092,-106.6043511
PROPERTY,52.174408,-106.6415788
PROPERTY,52.1302291,-106.6976656
PROPERTY,52.1563263,-106.6748002
PROPERTY,52.1366194,-106.6599743
PROPERTY,52.13327,-106.718
PROPERTY,52.10272,-106.62269
PROPERTY,52.15785,-106.66939
PROPERTY,52.0929625,-106.6703092
PROPERTY,52.0929625,-106.6703092
PROPERTY,52.0929625,-106.6703092
PROPERTY,52.1324955,-106.5480315
PROPERTY,52.1730749,-106.6571779
PROPERTY,52.1195231,-106.629906
PROPERTY,52.1583612,-106.6618943
PROPERTY,52.1874131,-106.6465051
PROPERTY,52.1974395,-106.6165426
PROPERTY,52.1577729,-106.6422677
PROPERTY,52.10943,-106.66356
PROPERTY,52.1136706,-106.6304812
PROPERTY,52.1297412,-106.610672
PROPERTY,52.1733101,-106.6704658
PROPERTY,52.1143429,-106.708717
PROPERTY,52.117791,-106.6567624
PROPERTY,52.1276006,-106.6676306
PROPERTY,52.0908788,-106.5297159
PROPERTY,52.1354932,-106.5823129
PROPERTY,52.1322106,-106.6640038
PROPERTY,52.1874131,-106.6465051
PROPERTY,52.1479794,-106.7340779
PROPERTY,52.082607,-106.6451695
PROPERTY,52.1375967,-106.664
PROPERTY,52.1155606,-106.6834519
PROPERTY,52.1387825,-106.622791
PROPERTY,52.1375765,-106.7541027
PROPERTY,52.0815924,-106.6405495
PROPERTY,52.1276006,-106.6676306
PROPERTY,52.115899,-106.7738167
PROPERTY,52.1052632,-106.6447329
PROPERTY,52.1316021,-106.660606
PROPERTY,52.17331,-106.67047
PROPERTY,52.1304313,-106.7264709
PROPERTY,52.1187934,-106.662204
PROPERTY,52.13218,-106.6546808
PROPERTY,52.1583406,-106.6633555
PROPERTY,52.11386,-106.7107
PROPERTY,52.1337224,-106.6632857
PROPERTY,52.1182516,-106.6144936
PROPERTY,52.156083,-106.6830508
PROPERTY,52.1004666,-106.6699617
PROPERTY,52.1443152,-106.7202703
PROPERTY,52.1269549,-106.6958757
PROPERTY,52.1081189,-106.5859435
PROPERTY,52.156083,-106.6830508
PROPERTY,52.0894292,-106.6226491
PROPERTY,52.1155859,-106.6252639
PROPERTY,52.1308418,-106.7242221
PROPERTY,52.1259931,-106.7578552
PROPERTY,52.1293092,-106.7102977
PROPERTY,52.1546954,-106.6379151
PROPERTY,52.1577699,-106.6731878
PROPERTY,52.1674849,-106.6441315
PROPERTY,52.1212112,-106.7069493
PROPERTY,52.1293721,-106.7103002
PROPERTY,52.1469869,-106.7543703
PROPERTY,52.1462797,-106.5657266
PROPERTY,52.1218077,-106.6226856
PROPERTY,52.1364535,-106.655789
PROPERTY,52.1473065,-106.6162461
PROPERTY,52.1147722,-106.6197134
PROPERTY,52.0874676,-106.6428669
PROPERTY,52.1462235,-106.7052749
PROPERTY,52.1215824,-106.6155197
PROPERTY,52.0895901,-106.6161738
PROPERTY,52.0924793,-106.5612584
PROPERTY,52.0983382,-106.6017441
PROPERTY,52.1420101,-106.6868898
PROPERTY,52.1155796,-106.6335304
PROPERTY,52.1314501,-106.6412848
PROPERTY,52.1344434,-106.6561382
PROPERTY,52.1155859,-106.6252639
PROPERTY,52.126119,-106.7212932
PROPERTY,52.1350192,-106.7152362
PROPERTY,52.0958609,-106.6579935
PROPERTY,52.1447457,-106.6955139
PROPERTY,52.1142867,-106.6636137
PROPERTY,52.1401713,-106.670146
PROPERTY,52.1318208,-106.6520813
PROPERTY,52.1114539,-106.5993225
PROPERTY,52.174408,-106.6415788
PROPERTY,52.1049995,-106.6768481
PROPERTY,52.1903712,-106.5827979
PROPERTY,52.1261625,-106.6940779
PROPERTY,52.126404,-106.6727575
PROPERTY,52.1040263,-106.606635
PROPERTY,52.1364324,-106.6858315
PROPERTY,52.1195546,-106.6040092
PROPERTY,52.1246091,-106.6813679
PROPERTY,52.1147777,-106.5869101
PROPERTY,52.1292624,-106.7215458
PROPERTY,52.086632,-106.6466896
PROPERTY,52.1342172,-106.6753297
PROPERTY,52.099851,-106.5681443
PROPERTY,52.1246359,-106.755406
PROPERTY,52.139368,-106.6936876
PROPERTY,52.1155115,-106.5891708
PROPERTY,52.1441238,-106.7062178
PROPERTY,52.1937664,-106.595077
PROPERTY,52.1332901,-106.7246673
PROPERTY,52.1559579,-106.649905
PROPERTY,52.1177912,-106.6464795
PROPERTY,52.1152406,-106.6378705
PROPERTY,52.1116027,-106.6042495
PROPERTY,52.1179746,-106.6025064
PROPERTY,52.1324657,-106.7213917
PROPERTY,52.1450033,-106.7523192
PROPERTY,52.1624038,-106.6811839
PROPERTY,52.1295677,-106.6804442
PROPERTY,52.1336111,-106.635242
PROPERTY,52.1274846,-106.6713809
PROPERTY,52.1271181,-106.7614058
PROPERTY,52.1334106,-106.7585125
PROPERTY,52.1442186,-106.527495
PROPERTY,52.1167479,-106.6567675
PROPERTY,52.0903292,-106.6465776
PROPERTY,52.1694336,-106.6705399
PROPERTY,52.1026528,-106.5724624
PROPERTY,52.1575541,-106.6566305
PROPERTY,52.125119,-106.6739658
PROPERTY,52.158763,-106.6659151
PROPERTY,52.1611773,-106.6457412
PROPERTY,52.1973843,-106.646537
PROPERTY,52.1864971,-106.6547804
PROPERTY,52.1577729,-106.6422677
PROPERTY,52.1133726,-106.5964118
PROPERTY,52.1155809,-106.6314857
PROPERTY,52.1638691,-106.67425
PROPERTY,52.1216382,-106.6193197
PROPERTY,52.1506621,-106.5688476
PROPERTY,52.08468,-106.60439
PROPERTY,52.1510228,-106.5988985
PROPERTY,52.1047857,-106.6142262
PROPERTY,52.1611773,-106.6457412
PROPERTY,52.1438578,-106.6701525
PROPERTY,52.1675012,-106.6442491
PROPERTY,52.08857,-106.6327772
PROPERTY,52.1147592,-106.5989296
PROPERTY,52.1244847,-106.6044784
PROPERTY,52.1293499,-106.6077213
PROPERTY,52.114617,-106.646494
PROPERTY,52.15791,-106.66058
PROPERTY,52.1288462,-106.6435998
PROPERTY,52.2020987,-106.6712819
PROPERTY,52.1467169,-106.6185925
PROPERTY,52.1499682,-106.621473
PROPERTY,52.1292325,-106.7025514
PROPERTY,52.0913527,-106.5729555
PROPERTY,52.1291892,-106.6227346
PROPERTY,52.1528439,-106.6692755
PROPERTY,52.193918,-106.6749693
PROPERTY,52.0912439,-106.5730246
PROPERTY,52.1675012,-106.6442491
PROPERTY,52.1148539,-106.6352857
PROPERTY,52.1290825,-106.6226431
PROPERTY,52.1285665,-106.7242511
PROPERTY,52.128986,-106.6464685
PROPERTY,52.1438604,-106.7101245
PROPERTY,52.0874676,-106.6428669
PROPERTY,52.1229532,-106.5880916
PROPERTY,52.1136706,-106.6304812
PROPERTY,52.0866503,-106.6594912
PROPERTY,52.1297773,-106.7084017
PROPERTY,52.1324657,-106.7213917
PROPERTY,52.0915172,-106.5338688
PROPERTY,52.1271181,-106.7614058
PROPERTY,52.1356083,-106.7136807
PROPERTY,52.10024,-106.62993
PROPERTY,52.1209,-106.62588
PROPERTY,52.1147761,-106.6226931
PROPERTY,52.116816,-106.6227818
PROPERTY,52.1393711,-106.6809009
PROPERTY,52.1191397,-106.572064
PROPERTY,52.1488867,-106.6450248
PROPERTY,52.1731336,-106.6407568
PROPERTY,52.1036194,-106.5988669
PROPERTY,52.1073188,-106.6352875
PROPERTY,52.1436339,-106.6579845
PROPERTY,52.1147805,-106.613857
PROPERTY,52.1277436,-106.6872859
PROPERTY,52.0900207,-106.6227873
PROPERTY,52.1245242,-106.6702621
PROPERTY,52.1426226,-106.5430338
PROPERTY,52.146298,-106.6768793
PROPERTY,52.1575541,-106.6566305
PROPERTY,52.1062569,-106.6958057
PROPERTY,52.0890524,-106.6465744
PROPERTY,52.0848665,-106.6475588
PROPERTY,52.1133412,-106.6013763
PROPERTY,52.1580899,-106.6549692
PROPERTY,52.133357,-106.6700519
PROPERTY,52.1345174,-106.717584
PROPERTY,52.1329466,-106.5520213
PROPERTY,52.1818689,-106.6333112
PROPERTY,52.0885609,-106.6308355
PROPERTY,52.1419665,-106.5897179
PROPERTY,52.2020987,-106.6712819
PROPERTY,52.1677187,-106.672903
PROPERTY,52.1531473,-106.6700762
PROPERTY,52.1493054,-106.6166985
PROPERTY,52.1669847,-106.6413055
PROPERTY,52.1726429,-106.634655
PROPERTY,52.1973843,-106.646537
PROPERTY,52.1147767,-106.6167633
PROPERTY,52.1381247,-106.6679944
PROPERTY,52.1974395,-106.6165426
PROPERTY,52.0932039,-106.599093
PROPERTY,52.1686646,-106.5988729
PROPERTY,52.1577699,-106.6731878
PROPERTY,52.1728947,-106.6648637
PROPERTY,52.1661833,-106.6465546
PROPERTY,52.131647,-106.6701632
PROPERTY,52.1269549,-106.6958757
PROPERTY,52.1274217,-106.5807559
PROPERTY,52.1316533,-106.6703534
PROPERTY,52.1590848,-106.6793629
PROPERTY,52.1025687,-106.7299502
PROPERTY,52.1342591,-106.6358502
PROPERTY,52.1546954,-106.6379151
PROPERTY,52.1304313,-106.7264709
PROPERTY,52.158705,-106.6757229
PROPERTY,52.1183141,-106.657293
PROPERTY,52.143858,-106.6940918
PROPERTY,52.1293721,-106.7103002
PROPERTY,52.1292186,-106.6960347
PROPERTY,52.114725,-106.6464833
PROPERTY,52.1251792,-106.664633
PROPERTY,52.1418744,-106.7056934
PROPERTY,52.1481563,-106.5557365
PROPERTY,52.1578249,-106.6648567
PROPERTY,52.1277017,-106.6750853
PROPERTY,52.1271468,-106.6824861
PROPERTY,52.1525254,-106.6231739
PROPERTY,52.1342152,-106.6805314
PROPERTY,52.1315004,-106.7098703
PROPERTY,52.1874131,-106.6465051
PROPERTY,52.126601,-106.7282951
PROPERTY,52.1525254,-106.6231739
PROPERTY,52.1155796,-106.6335304
PROPERTY,52.152843,-106.6294857
PROPERTY,52.1304815,-106.759566
PROPERTY,52.1133412,-106.6013763
PROPERTY,52.1308603,-106.686264
PROPERTY,52.1133412,-106.6013763
PROPERTY,52.1303813,-106.6769829
PROPERTY,52.1058312,-106.6206014
PROPERTY,52.1195546,-106.6040092
PROPERTY,52.0808154,-106.6245841
PROPERTY,52.1259233,-106.5791689
PROPERTY,52.1249839,-106.6619085
PROPERTY,52.1235787,-106.5863755
PROPERTY,52.15794,-106.67122
PROPERTY,52.1271181,-106.7614058
PROPERTY,52.1309297,-106.6046223
PROPERTY,52.1261238,-106.6734921
PROPERTY,52.1257098,-106.5803447
PROPERTY,52.1466915,-106.670697
PROPERTY,52.1532747,-106.6482417
PROPERTY,52.1148572,-106.6108803
PROPERTY,52.1292124,-106.7058087
PROPERTY,52.1027216,-106.5726984
PROPERTY,52.1438578,-106.6701525
PROPERTY,52.1590026,-106.6718598
PROPERTY,52.146281,-106.5750806
PROPERTY,52.1577901,-106.6711272
PROPERTY,52.1744396,-106.5583792
PROPERTY,52.1219183,-106.6047514
PROPERTY,52.1152142,-106.5952069
PROPERTY,52.09959,-106.66453
PROPERTY,52.114437,-106.6419889
PROPERTY,52.1491165,-106.7178243
PROPERTY,52.0779571,-106.6094346
PROPERTY,52.1281202,-106.7587279
PROPERTY,52.168703,-106.6393069
PROPERTY,52.1027165,-106.6228247
PROPERTY,52.1577699,-106.6731878
PROPERTY,52.1838351,-106.6464607
PROPERTY,52.1435792,-106.6947242
PROPERTY,52.1499682,-106.621473
PROPERTY,52.1163757,-106.597746
PROPERTY,52.0916012,-106.595941
PROPERTY,52.1578551,-106.6633521
PROPERTY,52.1147777,-106.5869101
PROPERTY,52.1261648,-106.6976718
PROPERTY,52.1134008,-106.6207007
PROPERTY,52.1159113,-106.6113857
PROPERTY,52.1730466,-106.6508591
PROPERTY,52.1675012,-106.6442491
PROPERTY,52.1665198,-106.6559107
PROPERTY,52.1292624,-106.7215458
PROPERTY,52.1945959,-106.6709126
PROPERTY,52.114289,-106.59846
PROPERTY,52.1329466,-106.5520213
PROPERTY,52.1318321,-106.6697903
PROPERTY,52.1728837,-106.6464365
PROPERTY,52.1462361,-106.5656228
PROPERTY,52.1366077,-106.6473487
PROPERTY,52.1727314,-106.633459
PROPERTY,52.117791,-106.6567624
PROPERTY,52.1197964,-106.6464803
PROPERTY,52.1323931,-106.6701765
PROPERTY,52.1133412,-106.6013763
PROPERTY,52.1577901,-106.6711272
PROPERTY,52.1323931,-106.6701765
PROPERTY,52.1062189,-106.6139713
PROPERTY,52.1438137,-106.5275103
PROPERTY,52.1281835,-106.5989427
PROPERTY,52.1323893,-106.6672688
PROPERTY,52.1195546,-106.6040092
PROPERTY,52.1565208,-106.6565775
PROPERTY,52.1458287,-106.5759562
PROPERTY,52.1133412,-106.6013763
PROPERTY,52.1041792,-106.668757
PROPERTY,52.11473,-106.64648
PROPERTY,52.1062569,-106.6958057
PROPERTY,52.1149715,-106.6692331
PROPERTY,52.133172,-106.7278188
PROPERTY,52.0903292,-106.6465776
PROPERTY,52.136764,-106.6694779
PROPERTY,52.1155809,-106.6314857
PROPERTY,52.1578249,-106.6648567
PROPERTY,52.088727,-106.6466938
PROPERTY,52.1252771,-106.6685226
PROPERTY,52.1670672,-106.570536
PROPERTY,52.1485068,-106.6701364
PROPERTY,52.1436772,-106.658103
PROPERTY,52.0915263,-106.5338546
PROPERTY,52.1116027,-106.6042495
PROPERTY,52.1259101,-106.6054499
PROPERTY,52.1135072,-106.5857696
PROPERTY,52.1156357,-106.6137857
PROPERTY,52.1293094,-106.694095
PROPERTY,52.1344841,-106.6672886
PROPERTY,52.08695,-106.62504
PROPERTY,52.09971,-106.66912
PROPERTY,52.1293222,-106.6812677
PROPERTY,52.0897494,-106.6692549
PROPERTY,52.114725,-106.6464833
PROPERTY,52.1329466,-106.5520213
PROPERTY,52.1249839,-106.6619085
PROPERTY,52.1047857,-106.6142262
PROPERTY,52.1157401,-106.7736205
PROPERTY,52.115696,-106.6464899
PROPERTY,52.1264502,-106.5475736
PROPERTY,52.1447102,-106.7276955
PROPERTY,52.1587575,-106.6739266
PROPERTY,52.129568,-106.7393238
PROPERTY,52.1404714,-106.5596044
PROPERTY,52.1499682,-106.621473
PROPERTY,52.1359028,-106.5528547
PROPERTY,52.126601,-106.7282951
PROPERTY,52.1397007,-106.6678195
PROPERTY,52.1480268,-106.7074194
PROPERTY,52.1131357,-106.6197125
PROPERTY,52.101485,-106.620181
PROPERTY,52.1141087,-106.6189153
PROPERTY,52.1714452,-106.5577188
PROPERTY,52.1577699,-106.6731878
PROPERTY,52.1438563,-106.7178265
PROPERTY,52.1730255,-106.5988685
PROPERTY,52.1146196,-106.6540158
PROPERTY,52.1576495,-106.662628
PROPERTY,52.1064925,-106.6500643
PROPERTY,52.1133816,-106.5964121
PROPERTY,52.1264078,-106.6731229
PROPERTY,52.1483733,-106.5773031
PROPERTY,52.1348255,-106.7112396
PROPERTY,52.1259496,-106.7236533
PROPERTY,52.1200814,-106.5498361
PROPERTY,52.0960442,-106.5356154
PROPERTY,52.1264669,-106.6834977
PROPERTY,52.1577699,-106.6731878
PROPERTY,52.1187014,-106.7329119
PROPERTY,52.116699,-106.6227921
PROPERTY,52.1133726,-106.5964118
PROPERTY,52.146281,-106.5750806
PROPERTY,52.1297412,-106.610672
PROPERTY,52.1292124,-106.7058087
PROPERTY,52.1026528,-106.5724624
PROPERTY,52.1012137,-106.5643813
PROPERTY,52.1513467,-106.6212746
PROPERTY,52.1737977,-106.6311289
PROPERTY,52.1324055,-106.6718427
PROPERTY,52.1233444,-106.6653096
PROPERTY,52.1300448,-106.5989363
PROPERTY,52.1331141,-106.6598732
PROPERTY,52.1148556,-106.6227982
PROPERTY,52.1274615,-106.6647473
PROPERTY,52.1689757,-106.6717657
PROPERTY,52.1731336,-106.6407568
PROPERTY,52.1461764,-106.5828962
PROPERTY,52.1937574,-106.5950767
PROPERTY,52.1293338,-106.6703251
PROPERTY,52.1593981,-106.6642429
PROPERTY,52.0937363,-106.6219878
PROPERTY,52.0881482,-106.5521887
PROPERTY,52.1257098,-106.5803447
PROPERTY,52.0799595,-106.6454516
PROPERTY,52.0799595,-106.6454516
PROPERTY,52.1461764,-106.5828962
PROPERTY,52.1283104,-106.6935311
PROPERTY,52.1462912,-106.565537
PROPERTY,52.0965081,-106.6783399
PROPERTY,52.0907679,-106.6227268
PROPERTY,52.1608992,-106.6731736
PROPERTY,52.1276006,-106.6676306
PROPERTY,52.1659071,-106.6744728
PROPERTY,52.1167507,-106.6346687
PROPERTY,52.1279191,-106.6629089
PROPERTY,52.0929625,-106.6703092
PROPERTY,52.1133726,-106.5964118
PROPERTY,52.1284926,-106.7225389
PROPERTY,52.139255,-106.7494631
PROPERTY,52.1462407,-106.5827962
PROPERTY,52.1147777,-106.5869101
PROPERTY,52.1147805,-106.613857
PROPERTY,52.1642928,-106.5648236
PROPERTY,52.1516,-106.67173
PROPERTY,52.1146196,-106.6540158
PROPERTY,52.1370178,-106.6813529
PROPERTY,52.1155859,-106.6252639
PROPERTY,52.1638645,-106.6758436
PROPERTY,52.1638691,-106.67425
