TYPE,LATITUDE,LONGITUDE
PROPERTY,52.14623,-106.5828
PROPERTY,52.13629,-106.60106
PROPERTY,52.12186,-106.60422
PROPERTY,52.12186,-106.60422
PROPERTY,52.1537,-106.63475
PROPERTY,52.12696,-106.69588
PROPERTY,52.12073,-106.59131
PROPERTY,52.13686,-106.68336
PROPERTY,52.15804,-106.65124
PROPERTY,52.12291,-106.69112
PROPERTY,52.10395,-106.57191
PROPERTY,52.12381,-106.64648
PROPERTY,52.13448,-106.66729
PROPERTY,52.1333,-106.67018
PROPERTY,52.11674,-106.63467
PROPERTY,52.16598,-106.61909
PROPERTY,52.10021,-106.64653
PROPERTY,52.12616,-106.69767
PROPERTY,52.17887,-106.64574
PROPERTY,52.17455,-106.67025
PROPERTY,52.13702,-106.70254
PROPERTY,52.1687,-106.63931
PROPERTY,52.17686,-106.66833
PROPERTY,52.11938,-106.6222
PROPERTY,52.12957,-106.73932
PROPERTY,52.12496,-106.66492
PROPERTY,52.12775,-106.69217
PROPERTY,52.13741,-106.65477
PROPERTY,52.12789,-106.7494
PROPERTY,52.11469,-106.71615
PROPERTY,52.15917,-106.65181
PROPERTY,52.12018,-106.59893
PROPERTY,52.12322,-106.67724
PROPERTY,52.12919,-106.62273
PROPERTY,52.09279,-106.60578
PROPERTY,52.16016,-106.6448
PROPERTY,52.12885,-106.6436
PROPERTY,52.08528,-106.6117
PROPERTY,52.11131,-106.58699
PROPERTY,52.13582,-106.55276
PROPERTY,52.17484,-106.66431
PROPERTY,52.10192,-106.57521
PROPERTY,52.12582,-106.63892
PROPERTY,52.12925,-106.69408
PROPERTY,52.1516,-106.67022
PROPERTY,52.10442,-106.713
PROPERTY,52.10864,-106.58745
PROPERTY,52.10626,-106.69581
PROPERTY,52.09226,-106.67041
PROPERTY,52.13544,-106.7249
PROPERTY,52.19686,-106.64745
PROPERTY,52.15834,-106.66336
PROPERTY,52.13247,-106.72139
PROPERTY,52.1323,-106.74437
PROPERTY,52.12885,-106.6436
PROPERTY,52.0932,-106.63502
PROPERTY,52.17849,-106.63462
PROPERTY,52.10362,-106.59887
PROPERTY,52.12853,-106.64034
PROPERTY,52.14385,-106.6888
PROPERTY,52.12588,-106.69521
PROPERTY,52.1187,-106.57455
PROPERTY,52.1261,-106.67187
PROPERTY,52.14836,-106.75308
PROPERTY,52.12888,-106.63609
PROPERTY,52.12889,-106.70499
PROPERTY,52.08802,-106.67039
PROPERTY,52.12281,-106.64646
PROPERTY,52.15608,-106.68298
PROPERTY,52.15876,-106.66592
PROPERTY,52.10068,-106.63573
PROPERTY,52.13568,-106.72502
PROPERTY,52.13022,-106.64911
PROPERTY,52.13582,-106.55276
PROPERTY,52.13582,-106.55276
PROPERTY,52.10021,-106.65675
PROPERTY,52.12528,-106.66852
PROPERTY,52.09721,-106.69594
PROPERTY,52.09226,-106.67041
PROPERTY,52.12931,-106.7103
PROPERTY,52.12849,-106.60183
PROPERTY,52.1687,-106.63931
PROPERTY,52.14624,-106.56562
PROPERTY,52.12512,-106.74454
PROPERTY,52.13326,-106.72456
PROPERTY,52.09812,-106.56522
PROPERTY,52.15017,-106.61898
PROPERTY,52.13707,-106.68293
PROPERTY,52.12689,-106.66527
PROPERTY,52.12919,-106.62273
PROPERTY,52.15865,-106.65734
PROPERTY,52.13812,-106.66799
PROPERTY,52.13289,-106.63468
PROPERTY,52.13015,-106.67294
PROPERTY,52.19392,-106.67497
PROPERTY,52.09115,-106.56841
PROPERTY,52.13165,-106.6517
PROPERTY,52.17298,-106.66485
PROPERTY,52.12935,-106.60772
PROPERTY,52.08747,-106.64287
PROPERTY,52.11468,-106.70934
PROPERTY,52.17298,-106.66485
PROPERTY,52.11592,-106.62221
PROPERTY,52.16387,-106.67425
PROPERTY,52.12314,-106.5752
PROPERTY,52.1632,-106.67281
PROPERTY,52.14431,-106.66264
PROPERTY,52.12461,-106.68137
PROPERTY,52.16689,-106.66264
PROPERTY,52.11386,-106.61873
PROPERTY,52.12547,-106.67396
PROPERTY,52.09248,-106.64651
PROPERTY,52.14688,-106.71158
PROPERTY,52.12824,-106.69268
PROPERTY,52.11469,-106.71615
PROPERTY,52.14047,-106.59602
PROPERTY,52.11729,-106.68048
PROPERTY,52.11595,-106.59202
PROPERTY,52.12181,-106.62269
PROPERTY,52.13224,-106.65471
PROPERTY,52.20216,-106.62279
PROPERTY,52.15908,-106.67936
PROPERTY,52.14484,-106.68013
PROPERTY,52.17305,-106.64071
PROPERTY,52.09155,-106.61067
PROPERTY,52.15309,-106.63059
PROPERTY,52.19605,-106.67341
PROPERTY,52.13296,-106.6605
PROPERTY,52.14446,-106.65872
PROPERTY,52.11675,-106.63893
PROPERTY,52.15799,-106.66058
PROPERTY,52.1539,-106.70302
PROPERTY,52.14762,-106.6173
PROPERTY,52.16925,-106.62769
PROPERTY,52.13072,-106.55801
PROPERTY,52.13289,-106.63468
PROPERTY,52.13247,-106.72139
PROPERTY,52.12946,-106.72825
PROPERTY,52.13448,-106.66729
PROPERTY,52.14191,-106.59692
PROPERTY,52.10733,-106.62267
PROPERTY,52.13326,-106.72456
PROPERTY,52.13151,-106.69884
PROPERTY,52.14382,-106.59126
PROPERTY,52.14287,-106.62272
PROPERTY,52.14053,-106.55958
PROPERTY,52.17648,-106.55534
PROPERTY,52.12824,-106.69268
PROPERTY,52.19463,-106.66948
PROPERTY,52.12759,-106.72716
PROPERTY,52.1512,-106.66408
PROPERTY,52.11411,-106.62356
PROPERTY,52.08847,-106.56192
PROPERTY,52.14623,-106.5828
PROPERTY,52.11131,-106.58699
PROPERTY,52.13629,-106.65637
PROPERTY,52.10473,-106.60448
PROPERTY,52.12181,-106.62269
PROPERTY,52.13194,-106.72546
PROPERTY,52.17073,-106.56588
PROPERTY,52.08966,-106.56545
PROPERTY,52.11004,-106.57496
PROPERTY,52.17229,-106.65185
PROPERTY,52.12314,-106.66754
PROPERTY,52.18943,-106.67977
PROPERTY,52.12888,-106.63609
PROPERTY,52.12946,-106.72825
PROPERTY,52.11675,-106.65675
PROPERTY,52.09733,-106.63975
PROPERTY,52.1147,-106.58698
PROPERTY,52.09132,-106.57307
PROPERTY,52.1472,-106.73564
PROPERTY,52.12921,-106.75887
PROPERTY,52.11314,-106.62269
PROPERTY,52.17298,-106.66485
PROPERTY,52.1325,-106.54805
PROPERTY,52.1305,-106.75799
PROPERTY,52.14104,-106.67464
PROPERTY,52.12649,-106.66256
PROPERTY,52.15802,-106.65125
PROPERTY,52.11337,-106.59641
PROPERTY,52.17305,-106.64071
PROPERTY,52.09651,-106.67834
PROPERTY,52.12978,-106.7084
PROPERTY,52.11478,-106.62269
PROPERTY,52.1276,-106.66763
PROPERTY,52.09088,-106.52972
PROPERTY,52.13197,-106.68395
PROPERTY,52.17298,-106.66485
PROPERTY,52.12153,-106.68298
PROPERTY,52.14053,-106.55958
PROPERTY,52.19357,-106.63336
PROPERTY,52.08487,-106.64756
PROPERTY,52.10149,-106.62018
PROPERTY,52.10717,-106.59688
PROPERTY,52.12299,-106.71137
PROPERTY,52.11068,-106.61732
PROPERTY,52.16426,-106.56492
PROPERTY,52.09088,-106.52972
PROPERTY,52.159,-106.67186
PROPERTY,52.14191,-106.67679
PROPERTY,52.09033,-106.64659
PROPERTY,52.13448,-106.66729
PROPERTY,52.15825,-106.71812
PROPERTY,52.08399,-106.6391
PROPERTY,52.12938,-106.72143
PROPERTY,52.12617,-106.69929
PROPERTY,52.12789,-106.70047
PROPERTY,52.14412,-106.7155
PROPERTY,52.15876,-106.67393
PROPERTY,52.13033,-106.7229
PROPERTY,52.13355,-106.59894
PROPERTY,52.16949,-106.67038
PROPERTY,52.09153,-106.53385
PROPERTY,52.13448,-106.66729
PROPERTY,52.13914,-106.76324
PROPERTY,52.09088,-106.52972
PROPERTY,52.12888,-106.6347
PROPERTY,52.14387,-106.69897
PROPERTY,52.15633,-106.6748
PROPERTY,52.15022,-106.61318
PROPERTY,52.18982,-106.57505
PROPERTY,52.10025,-106.62269
PROPERTY,52.12324,-106.66706
PROPERTY,52.11334,-106.60138
PROPERTY,52.12921,-106.75887
PROPERTY,52.13453,-106.71758
PROPERTY,52.12537,-106.66219
PROPERTY,52.11478,-106.62269
PROPERTY,52.11467,-106.64648
PROPERTY,52.19279,-106.6857
PROPERTY,52.1269,-106.66175
PROPERTY,52.12822,-106.65902
PROPERTY,52.10733,-106.62267
PROPERTY,52.11684,-106.62138
PROPERTY,52.13249,-106.65962
PROPERTY,52.11131,-106.58699
PROPERTY,52.15079,-106.69571
PROPERTY,52.15608,-106.68298
PROPERTY,52.11337,-106.59641
PROPERTY,52.12885,-106.6436
PROPERTY,52.11337,-106.59641
PROPERTY,52.12381,-106.64648
PROPERTY,52.12613,-106.5854
PROPERTY,52.1197,-106.74259
PROPERTY,52.13083,-106.72735
PROPERTY,52.12926,-106.67022
PROPERTY,52.15652,-106.65658
PROPERTY,52.19745,-106.64654
PROPERTY,52.12925,-106.69408
PROPERTY,52.13568,-106.72502
PROPERTY,52.11469,-106.59893
PROPERTY,52.14358,-106.69472
PROPERTY,52.1218,-106.64648
PROPERTY,52.12738,-106.64648
PROPERTY,52.1612,-106.6732
PROPERTY,52.1152,-106.58622
PROPERTY,52.10732,-106.63238
PROPERTY,52.11829,-106.59892
PROPERTY,52.09483,-106.61463
PROPERTY,52.14386,-106.71783
PROPERTY,52.1546,-106.59273
PROPERTY,52.10602,-106.61107
PROPERTY,52.12146,-106.70699
PROPERTY,52.1289,-106.64648
PROPERTY,52.12453,-106.69722
PROPERTY,52.10506,-106.60964
PROPERTY,52.12885,-106.6436
PROPERTY,52.08747,-106.64287
PROPERTY,52.09088,-106.52972
PROPERTY,52.14413,-106.671
PROPERTY,52.12919,-106.62273
PROPERTY,52.08945,-106.60413
PROPERTY,52.1426,-106.59293
PROPERTY,52.12358,-106.58638
PROPERTY,52.12935,-106.60772
PROPERTY,52.11818,-106.63063
PROPERTY,52.12633,-106.66627
PROPERTY,52.17334,-106.65204
PROPERTY,52.09153,-106.53385
PROPERTY,52.11299,-106.6057
PROPERTY,52.14622,-106.57002
PROPERTY,52.09207,-106.62324
PROPERTY,52.12664,-106.70624
PROPERTY,52.16008,-106.64925
PROPERTY,52.12132,-106.63356
PROPERTY,52.13023,-106.68728
PROPERTY,52.12541,-106.62878
PROPERTY,52.13247,-106.72139
PROPERTY,52.13179,-106.71029
PROPERTY,52.12191,-106.71817
PROPERTY,52.12813,-106.6604
PROPERTY,52.13582,-106.55276
PROPERTY,52.1946,-106.67091
PROPERTY,52.09676,-106.65562
PROPERTY,52.13194,-106.72546
PROPERTY,52.151,-106.5989
PROPERTY,52.16387,-106.67425
PROPERTY,52.14624,-106.56562
PROPERTY,52.14019,-106.6873
PROPERTY,52.10519,-106.61202
PROPERTY,52.13523,-106.6735
PROPERTY,52.12912,-106.66086
PROPERTY,52.12877,-106.65701
PROPERTY,52.12616,-106.69408
PROPERTY,52.1687,-106.63931
PROPERTY,52.14634,-106.75037
PROPERTY,52.1699,-106.67029
PROPERTY,52.15096,-106.59274
PROPERTY,52.17114,-106.65798
PROPERTY,52.12849,-106.60183
PROPERTY,52.15082,-106.71153
PROPERTY,52.12774,-106.70093
PROPERTY,52.08934,-106.62267
PROPERTY,52.11575,-106.77362
PROPERTY,52.12005,-106.59634
PROPERTY,52.14772,-106.60675
PROPERTY,52.12893,-106.62835
PROPERTY,52.12935,-106.60772
PROPERTY,52.10047,-106.66996
PROPERTY,52.12985,-106.66266
PROPERTY,52.15787,-106.67319
PROPERTY,52.10732,-106.65677
PROPERTY,52.12885,-106.6436
PROPERTY,52.1525,-106.64862
PROPERTY,52.16922,-106.58661
PROPERTY,52.10473,-106.60448
PROPERTY,52.12619,-106.66093
PROPERTY,52.12935,-106.60772
PROPERTY,52.10384,-106.66445
PROPERTY,52.09651,-106.67834
PROPERTY,52.1162,-106.65624
PROPERTY,52.12926,-106.68128
PROPERTY,52.17573,-106.65624
PROPERTY,52.12859,-106.67135
PROPERTY,52.10257,-106.72995
PROPERTY,52.16511,-106.56927
PROPERTY,52.15764,-106.66255
PROPERTY,52.12682,-106.63892
PROPERTY,52.13194,-106.72546
PROPERTY,52.1588,-106.68726
PROPERTY,52.12744,-106.75607
PROPERTY,52.13549,-106.6727
PROPERTY,52.10272,-106.62269
PROPERTY,52.19338,-106.62778
PROPERTY,52.1003,-106.67041
PROPERTY,52.11529,-106.60054
PROPERTY,52.1066,-106.60886
PROPERTY,52.15787,-106.67319
PROPERTY,52.1416,-106.6118
PROPERTY,52.10473,-106.59892
PROPERTY,52.11521,-106.59521
PROPERTY,52.13247,-106.72139
PROPERTY,52.19606,-106.65345
PROPERTY,52.1268,-106.66428
PROPERTY,52.11643,-106.62369
PROPERTY,52.13194,-106.72546
PROPERTY,52.12957,-106.6821
PROPERTY,52.13167,-106.5994
PROPERTY,52.1738,-106.66838
PROPERTY,52.13084,-106.72422
PROPERTY,52.14385,-106.68056
PROPERTY,52.12611,-106.67349
PROPERTY,52.12535,-106.67234
PROPERTY,52.1293,-106.76548
PROPERTY,52.15022,-106.61318
PROPERTY,52.13483,-106.71124
PROPERTY,52.15802,-106.65125
PROPERTY,52.12712,-106.76141
PROPERTY,52.08747,-106.64287
PROPERTY,52.14104,-106.66945
PROPERTY,52.1874,-106.6465
PROPERTY,52.11479,-106.6309
PROPERTY,52.1722,-106.6676
PROPERTY,52.11482,-106.68157
PROPERTY,52.11718,-106.57508
PROPERTY,52.14385,-106.68056
PROPERTY,52.13147,-106.66772
PROPERTY,52.19392,-106.67497
PROPERTY,52.08397,-106.63392
PROPERTY,52.13084,-106.72422
PROPERTY,52.1002,-106.66773
PROPERTY,52.11544,-106.62002
PROPERTY,52.11411,-106.63292
PROPERTY,52.12192,-106.70882
PROPERTY,52.14053,-106.55958
PROPERTY,52.11478,-106.62269
PROPERTY,52.12695,-106.69588
PROPERTY,52.08351,-106.64757
PROPERTY,52.13334,-106.7088
PROPERTY,52.09209,-106.61932
PROPERTY,52.15282,-106.67949
PROPERTY,52.12849,-106.60183
PROPERTY,52.2021,-106.67128
PROPERTY,52.106,-106.58807
PROPERTY,52.14583,-106.57596
PROPERTY,52.11337,-106.59641
PROPERTY,52.11477,-106.61971
PROPERTY,52.14298,-106.64868
PROPERTY,52.13657,-106.59895
PROPERTY,52.13326,-106.72456
PROPERTY,52.15652,-106.65658
PROPERTY,52.09132,-106.57307
PROPERTY,52.12667,-106.54574
PROPERTY,52.12664,-106.73028
PROPERTY,52.15791,-106.66486
PROPERTY,52.1289,-106.70987
PROPERTY,52.12849,-106.72252
PROPERTY,52.14496,-106.66256
PROPERTY,52.14415,-106.65445
PROPERTY,52.11995,-106.73693
PROPERTY,52.13388,-106.66079
PROPERTY,52.14386,-106.69409
PROPERTY,52.14912,-106.71782
PROPERTY,52.14387,-106.69897
PROPERTY,52.12193,-106.71031
PROPERTY,52.10268,-106.54738
PROPERTY,52.159,-106.67186
PROPERTY,52.1546,-106.59273
PROPERTY,52.11469,-106.71615
PROPERTY,52.13348,-106.66155
PROPERTY,52.1293,-106.76548
PROPERTY,52.14111,-106.76545
PROPERTY,52.16366,-106.59885
PROPERTY,52.10732,-106.65677
PROPERTY,52.12849,-106.60183
PROPERTY,52.12763,-106.5559
PROPERTY,52.15096,-106.59274
PROPERTY,52.13033,-106.60589
PROPERTY,52.09497,-106.53464
PROPERTY,52.1276,-106.66763
PROPERTY,52.11575,-106.77362
PROPERTY,52.18012,-106.55464
PROPERTY,52.13662,-106.65365
PROPERTY,52.15827,-106.70056
PROPERTY,52.14287,-106.62272
PROPERTY,52.13224,-106.65471
PROPERTY,52.12929,-106.69767
PROPERTY,52.14099,-106.59987
PROPERTY,52.13812,-106.66799
PROPERTY,52.16963,-106.63041
PROPERTY,52.11386,-106.7107
PROPERTY,52.1276,-106.66763
PROPERTY,52.1134,-106.6207
PROPERTY,52.15917,-106.65181
PROPERTY,52.13613,-106.67188
PROPERTY,52.09153,-106.53385
PROPERTY,52.15755,-106.65663
PROPERTY,52.12152,-106.68143
PROPERTY,52.14387,-106.70222
PROPERTY,52.14309,-106.56326
PROPERTY,52.12921,-106.75887
PROPERTY,52.12925,-106.69408
PROPERTY,52.1147,-106.70498
PROPERTY,52.10357,-106.65334
PROPERTY,52.159,-106.67186
PROPERTY,52.13688,-106.60906
PROPERTY,52.13585,-106.60031
PROPERTY,52.13289,-106.63468
PROPERTY,52.13295,-106.55202
PROPERTY,52.15237,-106.671
PROPERTY,52.1003,-106.67041
PROPERTY,52.17305,-106.64071
PROPERTY,52.10676,-106.64566
PROPERTY,52.11569,-106.66777
PROPERTY,52.14917,-106.67425
PROPERTY,52.14971,-106.69637
PROPERTY,52.13194,-106.72546
PROPERTY,52.08945,-106.60413
PROPERTY,52.14386,-106.67322
PROPERTY,52.12888,-106.63891
PROPERTY,52.12849,-106.60183
PROPERTY,52.13448,-106.66729
PROPERTY,52.13194,-106.72546
PROPERTY,52.13182,-106.76115
PROPERTY,52.15498,-106.68484
PROPERTY,52.10269,-106.57258
PROPERTY,52.15017,-106.61898
PROPERTY,52.12935,-106.60772
PROPERTY,52.20213,-106.63095
PROPERTY,52.13285,-106.6694
PROPERTY,52.14845,-106.58546
PROPERTY,52.14274,-106.66815
PROPERTY,52.1188,-106.65952
PROPERTY,52.10733,-106.64117
PROPERTY,52.15016,-106.69638
PROPERTY,52.11409,-106.60903
PROPERTY,52.15791,-106.66486
PROPERTY,52.13808,-106.75719
PROPERTY,52.12919,-106.62273
PROPERTY,52.12938,-106.71997
PROPERTY,52.15827,-106.70056
PROPERTY,52.09033,-106.64659
PROPERTY,52.1147,-106.52755
PROPERTY,52.11176,-106.67309
PROPERTY,52.14333,-106.70977
PROPERTY,52.10826,-106.64851
PROPERTY,52.10025,-106.62269
PROPERTY,52.19854,-106.63095
PROPERTY,52.12928,-106.69604
PROPERTY,52.12459,-106.6783
PROPERTY,52.12358,-106.58638
PROPERTY,52.1003,-106.67041
PROPERTY,52.12946,-106.72825
PROPERTY,52.13664,-106.69469
PROPERTY,52.08934,-106.62267
PROPERTY,52.12695,-106.69588
PROPERTY,52.17339,-106.5659
PROPERTY,52.16868,-106.55696
PROPERTY,52.1657,-106.5743
PROPERTY,52.15639,-106.66612
PROPERTY,52.13247,-106.72139
PROPERTY,52.12938,-106.72143
PROPERTY,52.15314,-106.66335
PROPERTY,52.16074,-106.68726
PROPERTY,52.0936,-106.64696
PROPERTY,52.1284,-106.56165
PROPERTY,52.13638,-106.67107
PROPERTY,52.13603,-106.55305
PROPERTY,52.12928,-106.70581
PROPERTY,52.15065,-106.57111
PROPERTY,52.08645,-106.64118
PROPERTY,52.1126,-106.63719
PROPERTY,52.12695,-106.69588
PROPERTY,52.15017,-106.61898
PROPERTY,52.11471,-106.60442
PROPERTY,52.13295,-106.55202
PROPERTY,52.12679,-106.66531
PROPERTY,52.08747,-106.64287
PROPERTY,52.13582,-106.55276
PROPERTY,52.13566,-106.68773
PROPERTY,52.11972,-106.73768
PROPERTY,52.12931,-106.7103
PROPERTY,52.12915,-106.63671
PROPERTY,52.12849,-106.60183
PROPERTY,52.13978,-106.69069
PROPERTY,52.12745,-106.67867
PROPERTY,52.14078,-106.72029
PROPERTY,52.15102,-106.7323
PROPERTY,52.14071,-106.59892
PROPERTY,52.12854,-106.64029
PROPERTY,52.12951,-106.55262
PROPERTY,52.13457,-106.59895
PROPERTY,52.1687,-106.63931
PROPERTY,52.11577,-106.61925
PROPERTY,52.14386,-106.67024
PROPERTY,52.14623,-106.5828
PROPERTY,52.11598,-106.64815
PROPERTY,52.1178,-106.6485
PROPERTY,52.1574,-106.66532
PROPERTY,52.12667,-106.54574
PROPERTY,52.09033,-106.64659
PROPERTY,52.14028,-106.74905
PROPERTY,52.17909,-106.55187
PROPERTY,52.12617,-106.68134
PROPERTY,52.17298,-106.66485
PROPERTY,52.14623,-106.5828
PROPERTY,52.15608,-106.68298
PROPERTY,52.10473,-106.60448
PROPERTY,52.12919,-106.62273
PROPERTY,52.13914,-106.68089
PROPERTY,52.13657,-106.59895
PROPERTY,52.11411,-106.62487
PROPERTY,52.14392,-106.65912
PROPERTY,52.17296,-106.64645
PROPERTY,52.1267,-106.75877
PROPERTY,52.14287,-106.62272
PROPERTY,52.147,-106.65365
PROPERTY,52.1588,-106.68726
PROPERTY,52.13257,-106.69929
PROPERTY,52.13781,-106.58913
PROPERTY,52.12925,-106.68728
PROPERTY,52.12613,-106.5854
PROPERTY,52.18649,-106.64793
PROPERTY,52.1276,-106.66763
PROPERTY,52.14618,-106.75305
PROPERTY,52.11478,-106.62269
PROPERTY,52.17298,-106.66485
PROPERTY,52.19377,-106.59508
PROPERTY,52.2021,-106.67128
PROPERTY,52.16014,-106.63178
PROPERTY,52.12205,-106.6033
PROPERTY,52.12849,-106.60183
PROPERTY,52.12978,-106.7084
PROPERTY,52.1293,-106.76548
PROPERTY,52.13134,-106.55015
PROPERTY,52.14053,-106.55958
PROPERTY,52.1723,-106.65503
PROPERTY,52.13171,-106.76223
PROPERTY,52.13676,-106.66948
PROPERTY,52.14165,-106.62851
PROPERTY,52.10693,-106.59891
PROPERTY,52.13318,-106.65988
PROPERTY,52.15802,-106.65125
PROPERTY,52.08398,-106.64655
PROPERTY,52.12843,-106.67624
PROPERTY,52.14387,-106.70222
PROPERTY,52.13299,-106.66124
PROPERTY,52.12169,-106.59792
PROPERTY,52.14002,-106.69884
PROPERTY,52.14092,-106.54872
PROPERTY,52.13326,-106.72456
PROPERTY,52.15836,-106.6614
PROPERTY,52.14805,-106.59889
PROPERTY,52.11472,-106.6845
PROPERTY,52.12782,-106.63618
PROPERTY,52.11542,-106.64373
PROPERTY,52.11478,-106.63528
PROPERTY,52.15022,-106.61318
PROPERTY,52.08706,-106.62264
PROPERTY,52.12684,-106.6629
PROPERTY,52.15315,-106.67019
PROPERTY,52.15802,-106.65125
PROPERTY,52.11467,-106.64648
PROPERTY,52.12929,-106.6993
PROPERTY,52.11411,-106.62695
PROPERTY,52.1482,-106.69984
PROPERTY,52.09732,-106.64653
PROPERTY,52.12813,-106.6604
PROPERTY,52.1668,-106.57072
PROPERTY,52.1198,-106.6368
PROPERTY,52.10334,-106.60731
PROPERTY,52.16635,-106.56735
PROPERTY,52.1588,-106.68726
PROPERTY,52.15214,-106.71693
PROPERTY,52.12895,-106.68337
PROPERTY,52.1153,-106.60224
PROPERTY,52.1537,-106.63475
PROPERTY,52.19392,-106.67497
PROPERTY,52.13914,-106.68089
PROPERTY,52.11478,-106.61088
PROPERTY,52.15787,-106.67319
PROPERTY,52.13694,-106.73429
PROPERTY,52.1147,-106.58698
PROPERTY,52.20132,-106.67507
PROPERTY,52.09207,-106.62324
PROPERTY,52.0931,-106.63394
PROPERTY,52.1574,-106.66408
PROPERTY,52.09033,-106.64659
PROPERTY,52.15801,-106.65043
PROPERTY,52.17253,-106.62365
PROPERTY,52.11474,-106.74164
PROPERTY,52.12926,-106.67506
PROPERTY,52.13165,-106.6517
PROPERTY,52.13197,-106.68539
PROPERTY,52.14957,-106.66757
PROPERTY,52.18943,-106.67977
PROPERTY,52.14102,-106.69341
PROPERTY,52.14386,-106.69409
PROPERTY,52.12872,-106.69976
PROPERTY,52.14386,-106.69409
PROPERTY,52.15309,-106.63059
PROPERTY,52.11675,-106.65951
PROPERTY,52.09303,-106.54643
PROPERTY,52.13865,-106.60183
PROPERTY,52.1342,-106.68247
PROPERTY,52.10053,-106.67728
PROPERTY,52.09528,-106.64651
PROPERTY,52.09483,-106.61463
PROPERTY,52.10825,-106.65401
PROPERTY,52.12747,-106.55659
PROPERTY,52.14165,-106.62851
PROPERTY,52.12594,-106.72365
PROPERTY,52.15838,-106.65872
PROPERTY,52.11786,-106.57583
PROPERTY,52.11262,-106.68283
PROPERTY,52.13651,-106.72612
PROPERTY,52.16419,-106.67539
PROPERTY,52.12263,-106.64701
PROPERTY,52.11313,-106.6309
PROPERTY,52.13406,-106.75768
PROPERTY,52.11707,-106.65447
PROPERTY,52.11577,-106.61925
PROPERTY,52.13448,-106.66729
PROPERTY,52.12928,-106.70092
PROPERTY,52.17305,-106.64071
PROPERTY,52.16748,-106.64413
PROPERTY,52.11477,-106.64145
PROPERTY,52.12941,-106.65795
PROPERTY,52.12899,-106.64646
PROPERTY,52.12084,-106.69344
PROPERTY,52.14023,-106.55271
PROPERTY,52.12849,-106.60183
PROPERTY,52.16144,-106.6742
PROPERTY,52.13523,-106.6735
PROPERTY,52.1687,-106.63931
PROPERTY,52.10131,-106.60736
PROPERTY,52.15786,-106.6675
PROPERTY,52.09803,-106.66453
PROPERTY,52.11858,-106.70578
PROPERTY,52.14648,-106.67952
PROPERTY,52.15309,-106.63059
PROPERTY,52.1289,-106.64648
PROPERTY,52.13911,-106.66882
PROPERTY,52.11473,-106.57506
PROPERTY,52.12925,-106.69408
PROPERTY,52.08398,-106.64655
PROPERTY,52.15066,-106.56885
PROPERTY,52.1359,-106.6854
PROPERTY,52.16924,-106.634
PROPERTY,52.13289,-106.63468
PROPERTY,52.14386,-106.67024
PROPERTY,52.13826,-106.67677
PROPERTY,52.11478,-106.62269
PROPERTY,52.14623,-106.57508
PROPERTY,52.102,-106.58979
PROPERTY,52.11859,-106.73085
PROPERTY,52.12191,-106.71817
PROPERTY,52.1333,-106.67018
PROPERTY,52.08695,-106.62504
PROPERTY,52.12642,-106.67431
PROPERTY,52.11478,-106.61088
PROPERTY,52.1687,-106.63931
PROPERTY,52.14386,-106.72592
PROPERTY,52.14291,-106.6809
PROPERTY,52.08695,-106.62504
PROPERTY,52.13421,-106.6745
PROPERTY,52.09812,-106.56522
PROPERTY,52.15876,-106.67393
PROPERTY,52.1218,-106.63468
PROPERTY,52.11558,-106.63149
PROPERTY,52.12621,-106.55278
PROPERTY,52.11843,-106.68593
PROPERTY,52.11478,-106.62269
PROPERTY,52.10506,-106.60964
PROPERTY,52.12806,-106.59897
PROPERTY,52.18866,-106.61731
PROPERTY,52.13582,-106.55276
PROPERTY,52.1701,-106.57289
PROPERTY,52.12252,-106.65165
PROPERTY,52.12946,-106.72825
PROPERTY,52.14053,-106.55958
PROPERTY,52.14912,-106.55302
PROPERTY,52.14192,-106.67023
PROPERTY,52.13295,-106.55202
PROPERTY,52.1256,-106.66532
PROPERTY,52.11675,-106.62269
PROPERTY,52.11469,-106.59893
PROPERTY,52.12935,-106.60772
PROPERTY,52.12946,-106.72825
PROPERTY,52.1261,-106.67016
PROPERTY,52.13518,-106.70449
PROPERTY,52.18073,-106.64047
PROPERTY,52.17296,-106.64645
PROPERTY,52.11529,-106.59931
PROPERTY,52.08398,-106.64157
PROPERTY,52.11857,-106.57723
PROPERTY,52.13448,-106.66729
PROPERTY,52.15017,-106.61898
PROPERTY,52.11559,-106.62526
PROPERTY,52.11919,-106.743
PROPERTY,52.10149,-106.62018
PROPERTY,52.11314,-106.62269
PROPERTY,52.08645,-106.64118
PROPERTY,52.12846,-106.62959
PROPERTY,52.12938,-106.72143
PROPERTY,52.10733,-106.63089
PROPERTY,52.12998,-106.68362
PROPERTY,52.12306,-106.59937
PROPERTY,52.14093,-106.72581
PROPERTY,52.08645,-106.64118
PROPERTY,52.1147,-106.58698
PROPERTY,52.13135,-106.75888
PROPERTY,52.13734,-106.71648
PROPERTY,52.11473,-106.57506
PROPERTY,52.15498,-106.68484
PROPERTY,52.12529,-106.67478
PROPERTY,52.12466,-106.63576
PROPERTY,52.09736,-106.5509
PROPERTY,52.12787,-106.72523
PROPERTY,52.09132,-106.57307
PROPERTY,52.13582,-106.55276
PROPERTY,52.1946,-106.67091
PROPERTY,52.15652,-106.65658
PROPERTY,52.2021,-106.67128
PROPERTY,52.11313,-106.6309
PROPERTY,52.11337,-106.59641
